BusinessName,RatingValue,RatingDate,Hygiene,Structural,ConfidenceInManagement,longitude,latitude
Old Walnut Tree,3.0,2021-11-30T00:00:00,5,10,10,0.741857,51.541904
Raystede Cafe,5.0,2022-01-04T00:00:00,5,5,5,0.104095,50.908963
Delicacies & Events Ltd,5.0,2022-02-18T00:00:00,5,0,0,0.582136988639832,51.3861274719238
East Sussex Gliding Club,,1901-01-01T00:00:00,,,,0.106643,50.91184
The Cake Society,,1901-01-01T00:00:00,,,,1.0275535,51.8162735
Busy Bees At Gillingham,,1901-01-01T00:00:00,,,,0.576551020145416,51.3808441162109
McDonalds,5.0,2017-11-27T00:00:00,0,0,0,0.576538980007172,51.3808555603027
Teeny Feet Day Nursery,,1901-01-01T00:00:00,,,,0.5329499,51.3380602
Brightlingsea Football Club,5.0,2014-02-27T00:00:00,5,5,5,1.025315,51.814487
Cafe Focus Capstone Park,5.0,2022-02-28T00:00:00,0,0,0,0.5539801,51.359026
Brightlingsea Community  Association,5.0,2018-03-14T00:00:00,0,0,0,1.019939,51.809606
Brightlingsea Community Centre Coffee Morning,5.0,2018-07-04T00:00:00,0,0,0,1.01993894577026,51.8096046447754
Deli-licious,5.0,2018-02-06T00:00:00,5,5,5,1.064641,51.852114
Tesco,5.0,2017-07-18T00:00:00,0,0,0,1.064641,51.852114
The Plough Inn,5.0,2014-06-24T00:00:00,0,0,0,1.064641,51.852115
China Palace,5.0,2017-03-20T00:00:00,0,0,0,1.064641,51.852115
McColls & Lordswood Post Office,4.0,2022-01-09T00:00:00,5,10,5,0.5359551,51.3415293
D Spence Family Butchers Ltd,5.0,2019-08-30T00:00:00,0,0,0,1.064641,51.852115
Dani's Deli,,1901-01-01T00:00:00,,,,1.06451797485352,51.8522262573242
Cafe Lido,5.0,2021-09-14T00:00:00,0,0,0,1.01723194122314,51.8073272705078
Bateman's Tower Café,5.0,2022-01-20T00:00:00,0,5,0,1.017219,51.807338
Anchor Seafry  Mishas Diner,5.0,2021-08-26T00:00:00,5,5,5,0.535807013511658,51.3415756225586
Lambs Larder,5.0,2020-11-02T00:00:00,5,5,5,0.295676,51.103493
New Path Residential,4.0,2021-10-18T00:00:00,5,10,0,0.7318256,51.5333631
Hazeldene House,5.0,2021-07-06T00:00:00,5,0,0,0.337354,51.14527
Great Bentley Primary School,5.0,2022-06-23T00:00:00,0,0,0,1.064027,51.852257
Orwell Park School,5.0,2022-03-04T00:00:00,0,0,0,1.230903,52.009747
The Brecknock Arms,5.0,2021-04-29T00:00:00,5,5,5,0.295747,51.104346
Minor Mania,5.0,2021-06-07T00:00:00,5,5,5,0.295747011899948,51.1043472290039
Southchurch Park Playgroup,5.0,2022-07-08T00:00:00,0,5,0,0.7306,51.533101
Keemlaw Catering Compliments,5.0,2021-06-07T00:00:00,0,0,0,0.494646012783051,51.3025398254395
P.L.O.T,,1901-01-01T00:00:00,,,,1.2301302,52.0098522
The Lodge Coffee Kiosk,4.0,2020-07-29T00:00:00,0,0,10,0.445248,51.2537849
Rams Fish Bar,,1901-01-01T00:00:00,,,,0.7327949,51.5358228
Yes Chef Boxes Limited,4.0,2021-06-21T00:00:00,0,10,0,0.4955565,51.3036755
The Chequers Inn Takeaway Ltd,4.0,2021-06-21T00:00:00,0,10,0,0.4955565,51.3036755
Fernbrook House,5.0,2021-08-17T00:00:00,5,0,5,0.736394,51.53954
Big Al's Shack,5.0,2020-08-10T00:00:00,0,0,0,1.0189194,51.8110722
The Venetian,4.0,2020-09-24T00:00:00,5,0,10,0.417064011096954,51.226203918457
Lucky Garden Chinese Takeaway,,1901-01-01T00:00:00,,,,0.7318356,51.5352156
Attic,5.0,2021-11-28T00:00:00,5,0,0,0.727924,51.531526
Camino Del Vino,4.0,2020-11-02T00:00:00,5,10,5,0.1481424,50.9570357
Star Meadow Sports Social Club,,1901-01-01T00:00:00,,,,0.561953008174896,51.3695449829102
Woodgrange Post Office,,1901-01-01T00:00:00,,,,0.731875,51.535616
Smithys Bar,5.0,2013-03-15T00:00:00,5,5,5,0.727924,51.531526
Anchorians Club,,1901-01-01T00:00:00,,,,0.561953008174896,51.3695449829102
Strawberry Fields Pre-school Ltd,5.0,2022-03-11T00:00:00,5,5,5,0.561953008174896,51.3695449829102
Grange Road Farm Shop,5.0,2015-06-03T00:00:00,0,0,0,0.5799456,51.3872749
Howells & Harrison,,1901-01-01T00:00:00,,,,0.733101,51.535866
Nisa Local,3.0,2021-04-08T00:00:00,5,10,10,0.733101,51.535866
The Wagon At Hale,5.0,2022-03-03T00:00:00,0,5,0,0.5550553,51.3630451
Orwell Stores,5.0,2022-06-16T00:00:00,5,5,5,1.2068840265274,51.9891777038574
Vinny's Pizza Shack,,1901-01-01T00:00:00,,,,1.0206919,51.8132751
Suffolk House Cakerie,5.0,2014-03-31T00:00:00,0,0,0,1.206871,51.989187
Hollingsworths Stores,5.0,2021-10-14T00:00:00,0,0,0,1.206871,51.989187
Christie's Stores,4.0,2020-02-15T00:00:00,5,0,10,0.729587,51.533529
Premier,4.0,2018-06-19T00:00:00,0,10,5,0.7315264,51.5355915
Medway Community Healthcare,5.0,2022-08-01T00:00:00,5,5,5,0.5623069,51.3704398
Brickie's,5.0,2022-01-20T00:00:00,5,0,5,0.7379167,51.5418641
Bakes And Bubbles,,1901-01-01T00:00:00,,,,0.727436,51.5316983
Gillingham Golf Club,,1901-01-01T00:00:00,,,,0.563937,51.372147
Boxmeals,4.0,2021-03-22T00:00:00,5,10,5,0.7378341,51.541929
Good Eating Chinese Takeaway,3.0,2021-02-15T00:00:00,10,10,5,0.737085,51.541214
Kingfisher,4.0,2021-03-10T00:00:00,5,0,10,0.737085,51.541215
The Strand Cafe,5.0,2021-07-27T00:00:00,0,5,5,0.737085,51.541215
Woodgrange Cafe,4.0,2021-04-29T00:00:00,5,5,10,0.732538,51.536806
Ruchi,4.0,2021-05-19T00:00:00,5,10,5,0.737085,51.541215
Mac's Plaice,5.0,2019-06-24T00:00:00,5,5,0,1.022302,51.815211
Royal Corinthian Yacht Club,3.0,2022-03-09T00:00:00,10,10,10,0.822034,51.623626
Avictus Ltd,5.0,2021-05-20T00:00:00,0,0,5,0.7272467,51.5317579
Victoria Inn,5.0,2021-07-22T00:00:00,5,5,5,0.822406,51.624021
Spar,5.0,2020-06-15T00:00:00,0,5,0,0.736693024635315,51.5411605834961
Great Bentley Methodist Church & Hall,5.0,2018-03-06T00:00:00,0,5,5,1.065001,51.856342
Leigh And Vic Sandwich Bar,5.0,2022-05-31T00:00:00,5,5,5,0.491222,51.301309
Partners Dining Room And Catering,5.0,2022-01-18T00:00:00,0,0,0,0.492964,51.303007
Aylesford Service Station,5.0,2020-02-28T00:00:00,0,0,0,0.491222,51.301309
Restaurant 43,5.0,2022-05-05T00:00:00,0,0,0,1.063685,51.855135
Whittingham House,5.0,2021-07-21T00:00:00,5,5,0,0.74198,51.546343
Mawson's Micro Pub,5.0,2022-03-29T00:00:00,0,0,0,0.7365967,51.5414992
Barnfield Farm B & B,5.0,2021-12-03T00:00:00,5,0,5,0.08582,50.895369
Windows For Children,5.0,2022-03-03T00:00:00,0,0,0,0.5303216,51.3399353
The Cherry Tree Brightlingsea Public House,,1901-01-01T00:00:00,,,,1.02289700508118,51.8165283203125
Four Winds,5.0,2017-09-04T00:00:00,0,0,5,1.022855,51.816529
Oaklands,5.0,2019-07-04T00:00:00,0,5,5,1.022855,51.816529
The Cherry Tree,5.0,2019-11-13T00:00:00,0,0,5,1.022855,51.816529
Grumpy's Diner,5.0,2020-12-04T00:00:00,0,5,0,0.736349,51.541447
Sophisti Cakes,3.0,2021-11-30T00:00:00,10,10,10,0.736349,51.541447
Chicken Express,5.0,2021-10-13T00:00:00,0,5,5,0.736349,51.541448
Amman Tropical Ltd,5.0,2020-03-13T00:00:00,0,0,0,0.736349,51.541448
Londis,2.0,2021-12-20T00:00:00,5,15,10,0.736349,51.541448
Cliffords Coffee Shop,4.0,2021-12-20T00:00:00,5,10,5,0.736349,51.541448
Ashby's Butchers,0.0,2022-07-21T00:00:00,20,20,20,0.736349,51.541448
Southchurch Convenience Premier,1.0,2021-12-17T00:00:00,5,15,20,0.736349,51.541448
Alliance Pharmacy,,1901-01-01T00:00:00,,,,0.736349,51.541448
The Butt & Oyster,4.0,2021-11-16T00:00:00,5,10,5,1.21361804008484,51.9963493347168
Standard Service Station (Texaco),5.0,2021-07-27T00:00:00,0,0,0,0.7358133,51.5409418
The Seafood Shack,5.0,2022-07-13T00:00:00,5,0,5,0.7270226,51.531901
Pembury Chinese Cuisine,3.0,2022-06-21T00:00:00,5,10,10,0.3291206,51.1407933
Methodist Church And Hall,,1901-01-01T00:00:00,,,,0.741872,51.546948
The Sunshine Store,5.0,2020-10-06T00:00:00,0,0,0,1.2126874,51.9961267
Engage (TN22 Clubs),5.0,2021-11-24T00:00:00,5,5,5,0.184774,50.995996
Sugar Sweets Candy Land,5.0,2022-07-01T00:00:00,0,0,0,0.7359101,51.5413533
Lidl,5.0,2022-07-19T00:00:00,0,0,0,0.729796,51.535575
The Lunch Van,5.0,2021-10-15T00:00:00,0,0,0,1.233452,52.015982
Centre Place Family Centre Nursery,5.0,2021-11-21T00:00:00,0,0,0,0.72816,51.534021
Vertas At Nacton Academy,5.0,2022-03-04T00:00:00,0,0,0,1.233452,52.015982
B Road Hunting Club,4.0,2021-05-26T00:00:00,5,5,10,0.1127207,50.9235553
The Star,5.0,2021-11-25T00:00:00,0,0,0,0.5615949,51.3716879
Hart House,5.0,2021-09-10T00:00:00,0,0,0,0.737372,51.543349
Countercom Limited,,1901-01-01T00:00:00,,,,1.02581,51.8203567
Dot Cotton's Cafe,5.0,2021-07-19T00:00:00,5,5,5,0.2972329,51.1097664
Pizza Top And Kebab House,3.0,2021-03-30T00:00:00,10,10,10,0.725697994232178,51.5321884155273
Baileys Fry Inn,1.0,2021-08-26T00:00:00,15,10,20,0.725686,51.532198
Nisa Extra,1.0,2022-03-25T00:00:00,5,10,20,0.725686,51.532198
The Three Shells At Sealife Adventure,5.0,2022-03-09T00:00:00,5,0,0,0.725686,51.532198
Sevens Trike And Motorcycle Club,5.0,2014-03-12T00:00:00,5,5,5,0.725686,51.532199
Room 24,5.0,2015-09-17T00:00:00,5,5,5,0.725686,51.532199
Bobby Jo's,5.0,2021-05-18T00:00:00,5,5,5,0.725686,51.532199
Pearl Dragon Restaurant,3.0,2021-08-05T00:00:00,10,10,5,0.725686,51.532199
The Britannia Heritage Fish And Chips Emporium,5.0,2020-10-07T00:00:00,0,0,0,0.725686,51.532199
The Boat House,4.0,2021-06-07T00:00:00,0,0,10,0.725686,51.532199
Orwell Stores,5.0,2015-05-21T00:00:00,0,0,0,1.23502,52.018115
Wish You Were Here,5.0,2021-08-06T00:00:00,0,0,5,0.725686,51.532199
Farmers Farm Shop,5.0,2017-11-22T00:00:00,5,5,5,0.442644000053406,51.2548294067383
Beach Road Bakery,1.0,2021-09-29T00:00:00,15,15,20,0.725696,51.532603
The Oak,5.0,2022-02-14T00:00:00,0,5,0,0.5275354,51.3386642
Lucy's Little Forest School,4.0,2019-03-28T00:00:00,5,5,10,0.182864,50.995682
The New Inn,5.0,2021-05-17T00:00:00,5,5,5,0.182864,50.995682
The Hatch,5.0,2021-06-02T00:00:00,5,5,5,0.182864,50.995682
Southend Christian Fellowship,5.0,2022-03-15T00:00:00,5,5,0,0.734153,51.540663
Royal Burnham Yacht Club,3.0,2022-07-13T00:00:00,10,10,10,0.820309,51.624692
Grace Manor,,1901-01-01T00:00:00,,,,0.5760408,51.3871063
Man Fung,5.0,2021-04-29T00:00:00,0,0,0,0.73377,51.541004
Cafe 709,4.0,2021-10-21T00:00:00,5,10,5,0.73377,51.541004
The Exchange,5.0,2022-04-13T00:00:00,5,5,5,0.73377,51.541004
Byers Bakery Ltd,3.0,2021-10-05T00:00:00,10,10,10,0.7336368,51.5409656
Energy Kidz Ltd,4.0,2022-02-23T00:00:00,10,0,0,0.522136986255646,51.3342361450195
The Teston Club,5.0,2016-06-30T00:00:00,5,5,5,0.441177010536194,51.2544555664063
Golden Dragon,5.0,2020-09-30T00:00:00,5,5,5,0.820408,51.625122
Corner Service Station,5.0,2018-09-04T00:00:00,0,0,0,1.07492196559906,51.8684844970703
Graham Watkins,5.0,2018-02-22T00:00:00,0,0,0,1.149499,51.938913
Shell Corner,5.0,2017-07-18T00:00:00,0,0,0,1.074922,51.868485
Robin Hood Service Station,5.0,2022-01-16T00:00:00,5,5,5,0.527293980121613,51.3397560119629
Tesco,5.0,2022-07-11T00:00:00,0,0,0,0.724924981594086,51.5329704284668
Cuckoo Line Stores,5.0,2020-09-17T00:00:00,5,5,5,0.234593,51.048962
300 Degrees,5.0,2022-05-05T00:00:00,5,0,0,0.7245866,51.5326411
The Contract Dining Company C/o,,1901-01-01T00:00:00,,,,0.52929699420929,51.3419723510742
Woodlands Youth Centre,4.0,2015-11-19T00:00:00,0,0,10,0.567752003669739,51.3799781799316
The Anchor Hotel,5.0,2022-03-09T00:00:00,0,5,5,0.819466,51.624605
Oaktree Manor,5.0,2012-03-01T00:00:00,0,0,0,1.101513,51.894283
Waterside Cafe At Branbridges,,1901-01-01T00:00:00,,,,0.3947517,51.209193
"Shop'N'Drive,Darland Service Station",5.0,2016-03-11T00:00:00,0,0,0,0.559668,51.372131
Sprites Woodland Nursery Ltd,5.0,2022-03-03T00:00:00,0,0,0,0.5528916,51.364248
Reunthai Restaurant,3.0,2021-09-21T00:00:00,10,10,10,0.559669,51.372132
Co-Op,5.0,2022-01-09T00:00:00,5,5,5,0.526575028896332,51.339485168457
Bistro On The Quay,5.0,2021-10-15T00:00:00,5,5,5,0.819466,51.624605
Kenward Cafe,5.0,2016-12-30T00:00:00,0,0,5,0.422737,51.236859
Chelmondiston CEVC Primary School,5.0,2019-10-10T00:00:00,0,5,0,1.20494997501373,51.9902534484863
Croft,5.0,2017-02-14T00:00:00,0,0,0,1.060144,51.855173
Embers Camping Catering & Shop,5.0,2022-05-05T00:00:00,5,5,5,0.110878,50.924327
Chan's Chinese Takeaway,4.0,2022-02-14T00:00:00,5,5,10,0.5262181,51.3392844
Branching Out Adventures,5.0,2020-07-27T00:00:00,5,5,5,0.110878,50.924327
Golden Dragon,4.0,2022-02-14T00:00:00,5,5,10,0.5269966,51.3401427
Crown City,,1901-01-01T00:00:00,,,,0.439446002244949,51.2537078857422
Bliss Tea Rooms,5.0,2022-03-22T00:00:00,0,0,0,0.5270276,51.3401664
Moby Dicks,5.0,2022-02-14T00:00:00,0,0,0,0.5262181,51.3392844
St Nicholas School,5.0,2021-05-21T00:00:00,0,0,0,0.739181,51.547542
Taj Cuisine,5.0,2019-01-28T00:00:00,5,0,5,0.526062,51.3392783
Cake - Quest,5.0,2020-07-27T00:00:00,0,0,5,1.1134925,51.9058501
OK Kebab,3.0,2022-04-29T00:00:00,10,10,5,0.526062,51.3392783
Honey Pot Day Nursery,5.0,2022-05-24T00:00:00,0,0,0,0.532529,51.3456687
Catkins Pre-School,4.0,2013-10-11T00:00:00,5,0,10,0.519496,51.332928
Smilers Pre-School,5.0,2020-09-17T00:00:00,0,0,0,0.519496,51.332928
Ambleside Social Club,4.0,2022-04-27T00:00:00,5,10,5,0.72968,51.538464
Cockleshell Nursery,5.0,2022-05-25T00:00:00,0,5,0,0.72968,51.538464
Walderslade Baptist Church,,1901-01-01T00:00:00,,,,0.519496,51.332928
Turners Traditional Farm Butchers,5.0,2021-03-24T00:00:00,5,5,5,0.089531,50.902975
Dolce Limited,,1901-01-01T00:00:00,,,,0.5679876,51.3808744
The Contract Dining Company C/o The Academy Of Woodlands,,1901-01-01T00:00:00,,,,0.5679876,51.3808744
The Academy Of Woodlands,,1901-01-01T00:00:00,,,,0.5679876,51.3808744
Treetops Coffee Shop,,1901-01-01T00:00:00,,,,0.5679876,51.3808744
Ashiana Indian Restaurant,5.0,2021-03-30T00:00:00,5,0,5,0.731885,51.540841
The Frying Pan,4.0,2021-05-20T00:00:00,5,0,10,0.731885,51.540841
Teston & Wateringbury Pre-School,5.0,2019-02-19T00:00:00,0,0,0,0.440439999103546,51.2551536560059
Edenwood Place,5.0,2021-09-02T00:00:00,0,0,0,0.5060471,51.32012
Southend Adult Community College,5.0,2022-03-10T00:00:00,5,0,5,0.72968,51.538464
Burnham Grill,5.0,2021-01-27T00:00:00,5,5,5,0.819233,51.62551
Constitutional Club,5.0,2021-07-30T00:00:00,5,5,5,0.819233,51.62551
Ground Coffee House,4.0,2021-09-15T00:00:00,5,10,5,0.819233,51.62551
Bellas Italian Bistro,5.0,2021-01-27T00:00:00,5,5,5,0.819233,51.62551
The Ship Inn,5.0,2021-12-08T00:00:00,5,5,5,0.819233,51.62551
One Stop,5.0,2019-09-30T00:00:00,5,0,0,0.819233,51.62551
Domino's Pizza,5.0,2022-01-09T00:00:00,0,0,0,0.5265791,51.3403685
Ruam Thai Restaurant,3.0,2021-01-27T00:00:00,10,10,10,0.819233,51.62551
Aldi Stores Ltd,5.0,2019-11-01T00:00:00,0,0,0,0.475642,51.290136
Coffee Station,3.0,2022-04-01T00:00:00,5,10,10,0.72968,51.538464
McDonald's Restaurants Ltd,5.0,2020-09-07T00:00:00,0,0,0,0.475642,51.290136
Poundstretcher Ltd,,1901-01-01T00:00:00,,,,0.475642,51.290136
St William's Pre School,5.0,2015-07-13T00:00:00,5,5,5,0.525636,51.3394435
Hastings Arms,,1901-01-01T00:00:00,,,,0.576253,51.3892935
Shell Bluebell Hill,5.0,2021-11-12T00:00:00,0,0,0,0.505847,51.320117
Capel Grange,5.0,2022-07-06T00:00:00,0,5,5,0.37307,51.188466
Lower Bell,5.0,2022-07-08T00:00:00,5,0,5,0.505847,51.320117
Mickey's Cafe Diner,5.0,2022-01-21T00:00:00,5,0,5,0.505846977233887,51.3201179504395
YMCA,,1901-01-01T00:00:00,,,,0.729094,51.538558
Dillons Convenience,4.0,2019-11-18T00:00:00,0,0,10,0.739464,51.548633
One 2 One,5.0,2021-09-27T00:00:00,0,5,5,0.5587976,51.3723067
363 Coffee Lounge,5.0,2022-03-19T00:00:00,0,5,0,0.5263446,51.3404684
Permark & Post Office,5.0,2014-11-25T00:00:00,0,0,0,0.5263446,51.3404684
Premier Supermarket,5.0,2018-05-11T00:00:00,0,0,0,0.736621,51.545974
Yummy Chinese Takeaway,5.0,2021-06-21T00:00:00,5,5,5,0.736621,51.545974
The Party Shop,,1901-01-01T00:00:00,,,,0.736621,51.545974
Burnham On Crouch County Primary School,5.0,2021-03-16T00:00:00,5,0,0,0.821169,51.627846
Grange Road Stores,5.0,2016-09-21T00:00:00,0,0,0,0.574879,51.388392
Hamstel Infants And Junior School - Pabulum Ltd,5.0,2021-05-28T00:00:00,0,0,0,0.737066,51.546674
Tesco,5.0,2022-08-18T00:00:00,0,0,0,0.7304987,51.5403129
RBLI Ltd,5.0,2021-10-15T00:00:00,5,5,5,0.479194,51.294288
Walderslade Village Cafe,4.0,2022-01-09T00:00:00,5,5,10,0.5261315,51.3405814
Duck & Pheasant / Coot \& Moorhen,5.0,2016-05-20T00:00:00,0,0,0,1.018754,51.817497
Morley's Fried Chicken,5.0,2021-10-01T00:00:00,5,5,5,0.558219,51.372415
Anamika Ltd,5.0,2021-02-04T00:00:00,5,5,5,0.558219,51.372415
Ko Wah Chinese Takeaway,5.0,2021-09-21T00:00:00,5,5,5,0.558218,51.372415
Gina's Cafe,5.0,2021-10-02T00:00:00,5,0,0,0.558218,51.372415
Teston Working Mens Club,5.0,2020-07-29T00:00:00,0,0,0,0.438973009586334,51.2545700073242
Sainsbury's,5.0,2022-07-19T00:00:00,0,0,0,0.73043,51.540632
Southchurch Pharmacy,,1901-01-01T00:00:00,,,,0.73043,51.540632
Leiths (Compass Group UK),5.0,2021-12-02T00:00:00,5,0,5,0.063792,50.878313
Maravac Meats / The Secret Butcher,5.0,2022-07-14T00:00:00,5,5,5,0.830238,51.637252
Heart Of Kent Hospice,5.0,2021-07-14T00:00:00,0,0,0,0.479147,51.294757
Queens Head,5.0,2022-07-13T00:00:00,0,0,0,0.819257,51.626373
The Colne Community School and College,5.0,2018-03-07T00:00:00,5,5,0,1.021143,51.820008
Best One,4.0,2017-10-11T00:00:00,0,0,10,0.558253,51.372774
Karen's Diner,5.0,2021-09-20T00:00:00,5,0,5,0.558253,51.372774
Master Kebab Takeaway,5.0,2021-09-20T00:00:00,5,0,5,0.558253,51.372774
Ela Kendro,5.0,2021-09-20T00:00:00,5,5,5,0.558253,51.372774
Maranatha Rest Home,5.0,2022-02-02T00:00:00,0,0,0,0.72624,51.53689
Tendring Meadows,0.0,2022-02-22T00:00:00,15,20,20,1.10117,51.896046
Subway,5.0,2022-03-10T00:00:00,5,5,5,0.722399,51.533183
Peaberries,5.0,2021-06-17T00:00:00,5,5,5,0.8181418,51.6251724
Happidrome,5.0,2022-07-13T00:00:00,0,0,0,0.722399,51.533183
Spar,5.0,2020-02-15T00:00:00,0,5,0,0.722399,51.533183
Wilkies Shellfish,5.0,2021-05-18T00:00:00,0,0,0,0.722399,51.533184
Southend Rock And Gift,5.0,2021-06-07T00:00:00,0,0,0,0.722399,51.533184
Neptunes Fish Restaurant,3.0,2021-07-07T00:00:00,5,10,10,0.722399,51.533184
Ye Olde Chippy,4.0,2022-03-10T00:00:00,5,10,5,0.722399,51.533184
The Cornucopia Public House,5.0,2022-06-20T00:00:00,5,0,5,0.722399,51.533184
Las Vegas Grill,4.0,2021-03-29T00:00:00,5,10,5,0.722399,51.533184
Wimpy,5.0,2020-03-09T00:00:00,5,5,0,0.722399,51.533184
St Marks C Of E Primary School,5.0,2018-11-29T00:00:00,5,5,5,0.179845,50.996332
Shibui Cafe,5.0,2021-06-23T00:00:00,5,5,5,0.124358,50.940352
Ridgewood Care Services,5.0,2019-12-19T00:00:00,5,5,5,0.124358,50.940352
Kingfisher,4.0,2022-02-08T00:00:00,5,0,10,0.7292964,51.5402572
Buttercups Care,5.0,2022-03-22T00:00:00,0,0,0,0.525557994842529,51.3410873413086
Barkaways-The Coffee Hut,5.0,2021-06-21T00:00:00,0,0,0,0.393855005502701,51.2109489440918
Willow Tree Bakery,5.0,2020-12-09T00:00:00,0,0,0,0.2678735,51.0851607
Golden Oriental,5.0,2021-02-16T00:00:00,0,5,5,0.733745,51.544683
Essex Grill,3.0,2021-02-16T00:00:00,10,10,5,0.729035,51.540206
Mr Ping Chinese Restaurant,4.0,2022-03-14T00:00:00,,,,0.729035,51.540206
Sienna's,5.0,2021-12-10T00:00:00,5,5,0,0.729035,51.540206
Best Grill,3.0,2022-05-25T00:00:00,10,10,5,0.729035,51.540206
Laws Cottage Chinese Takeaway,5.0,2019-03-15T00:00:00,0,0,0,1.20111740081709,51.9904478003923
Frangoz Peri Peri/Pizza Box,3.0,2022-06-17T00:00:00,,,,0.729035,51.540206
Suk Catering Ltd,4.0,2020-10-14T00:00:00,5,0,10,0.729035,51.540206
Jolly Fryer,5.0,2022-07-27T00:00:00,5,5,5,0.816907,51.625287
Woodbridge House Care Home,,1901-01-01T00:00:00,,,,0.5645606,51.3792659
The Star Inn,5.0,2021-05-11T00:00:00,5,5,5,0.816907,51.625287
Curry Cottage,3.0,2021-03-16T00:00:00,10,10,10,0.816907,51.625287
Little India,5.0,2021-09-27T00:00:00,5,5,5,0.5576463,51.3725294
The Cabin Dairy,5.0,2020-12-15T00:00:00,5,5,5,0.816906,51.625287
Camping International,5.0,2016-07-06T00:00:00,0,0,0,0.5570314,51.3725395
Pizza Hut,5.0,2021-10-21T00:00:00,0,5,5,0.729034,51.540206
Appleton Lodge,5.0,2021-10-15T00:00:00,0,0,0,0.478042006492615,51.2947769165039
Rowlands Bistro,5.0,2021-09-20T00:00:00,5,5,5,0.557342,51.37292
Costcutters,5.0,2015-05-11T00:00:00,0,0,5,0.557341,51.37292
Helen Godden-Wood,,1901-01-01T00:00:00,,,,0.3957861,51.2133988
A2 Grill And Takeaway,5.0,2019-01-28T00:00:00,5,5,5,0.5573073,51.3729451
Falcon,5.0,2022-07-25T00:00:00,0,0,0,0.7216575,51.5330959
The Bakers Box,3.0,2021-10-12T00:00:00,10,10,10,0.736098,51.547587
Sergeant Peppers Restaurant,5.0,2021-03-16T00:00:00,5,5,5,0.816907,51.625287
Anand Lodge,4.0,2017-10-20T00:00:00,0,0,10,0.324485,51.142406
Halikarnas,4.0,2022-01-10T00:00:00,10,0,10,0.736098,51.547587
Chadwicks Butchers,4.0,2021-12-13T00:00:00,5,5,10,0.736098,51.547587
Stoke Airfield,,1901-01-01T00:00:00,,,,0.63358998298645,51.4478034973145
East of England Co-op,5.0,2016-03-22T00:00:00,0,0,0,1.022402,51.822548
Mama's Pizza Ltd,4.0,2020-08-21T00:00:00,0,0,10,0.736098,51.547587
Mr Ming,4.0,2022-07-28T00:00:00,5,10,0,0.723973,51.535881
Pizza City,3.0,2022-01-07T00:00:00,10,10,10,0.723973,51.535881
Fiveways Petrol Station,5.0,2018-03-14T00:00:00,0,0,5,1.022401,51.822548
Vinods Chemists,,1901-01-01T00:00:00,,,,0.736097,51.547587
Pembury Village Stores,4.0,2021-03-04T00:00:00,10,0,10,0.3289912,51.1470712
Sauda Village Oyster Pit,3.0,2021-09-17T00:00:00,10,10,10,0.816296994686127,51.6252288818359
Pieno-Lleno,5.0,2021-12-06T00:00:00,0,5,0,0.723935,51.535954
Tasty Food 4 You,5.0,2021-01-14T00:00:00,5,0,0,0.7211205,51.5332792
Pleasant Court Guest House,4.0,2014-11-20T00:00:00,5,5,10,0.722238,51.534347
Sea to Shore,5.0,2021-03-25T00:00:00,0,0,5,0.991542994976044,51.7934036254883
Cudmore Cafe,5.0,2022-05-31T00:00:00,0,5,0,0.991531,51.793415
Mac's Gourmet Hot Dogs,5.0,2022-03-18T00:00:00,0,0,0,1.0597526,51.8582591
Monti,4.0,2021-10-25T00:00:00,0,0,10,0.728387,51.540482
The Co-Operative,2.0,2022-05-23T00:00:00,5,15,10,0.728388,51.540482
Mangal & Meze,4.0,2022-05-05T00:00:00,5,5,10,0.3290084,51.1474126
Scoops 37,2.0,2021-10-19T00:00:00,10,15,10,0.7207242,51.5331625
Poets Corner Stores,1.0,2022-01-06T00:00:00,5,20,20,0.7339262,51.5460315
Plough & Chequers PH,5.0,2015-04-23T00:00:00,0,0,0,0.574277,51.3903986
Gillingham Methodist Church,5.0,2022-03-03T00:00:00,0,0,0,0.5621362,51.3785239
Studio Flex,5.0,2021-08-12T00:00:00,5,0,5,1.23874795436859,52.0273513793945
Morrisons,5.0,2022-01-09T00:00:00,5,5,5,0.525765001773834,51.3427772521973
The Tandoori Hut,2.0,2022-01-31T00:00:00,5,15,10,0.723342001438141,51.5359230041504
Swallow Risers,5.0,2019-12-09T00:00:00,5,5,0,0.5340842,51.3512111
Southend Supermarket,1.0,2021-09-28T00:00:00,10,15,20,0.723342,51.535923
Kiddiwinks Preschool Playgroup,5.0,2015-06-22T00:00:00,0,0,0,0.5626620054245,51.3786392211914
Independent Catering Management Limited,,1901-01-01T00:00:00,,,,0.561011016368866,51.377685546875
Sturdee Social And Bowling Club,5.0,2021-10-14T00:00:00,5,5,0,0.563111007213593,51.3797721862793
Lonsdale Convenience Store,4.0,2022-01-06T00:00:00,0,10,10,0.7334188,51.5459893
Tesco,5.0,2018-10-11T00:00:00,5,5,0,0.563099,51.379782
Magic Chef,4.0,2021-09-09T00:00:00,10,5,5,0.563099,51.379782
Hong Kong Kitchen,4.0,2022-01-27T00:00:00,5,10,5,0.728388,51.540482
The Gladstone Guest House,,1901-01-01T00:00:00,,,,0.721051,51.534033
Abacus Childrens Nursery,,1901-01-01T00:00:00,,,,0.540623,51.3577697
Ladybirds Pre-School,5.0,2018-06-26T00:00:00,0,0,0,1.041145,51.841383
